,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
3215,Hyundai Grand i10 1.2 CRDi Sportz,540000,30000,Diesel,Individual,Manual,1,24.0,1186,73.97,5.0,3
3216,Hyundai Santro Xing GL LPG,175000,60000,LPG,Individual,Manual,2,17.8,1086,63.0,5.0,9
3217,Hyundai Creta 1.6 CRDi AT SX Plus,1150000,44000,Diesel,Individual,Automatic,1,17.01,1582,126.2,5.0,3
3218,Maruti Alto 800 LXI,350000,5000,Petrol,Individual,Manual,1,22.05,796,47.3,5.0,1
3219,Hyundai Elite i20 Petrol Asta Option,690000,18000,Petrol,Individual,Manual,1,18.6,1197,81.86,5.0,2
3220,Hyundai i20 Asta 1.4 CRDi,535000,80000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,6
3221,Maruti Vitara Brezza ZDi Plus,730000,100000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,5
3222,Hyundai EON Era Plus,280000,19000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,5
3223,Maruti Swift AMT ZXI,650000,33000,Petrol,Individual,Automatic,1,21.21,1197,81.8,5.0,2
3224,Toyota Innova 2.5 GX 7 STR,520000,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7.0,9
3225,Hyundai Xcent 1.2 VTVT E,360000,65000,Petrol,Individual,Manual,2,20.14,1197,81.86,5.0,1
3226,Maruti Swift Dzire Vdi BSIV,250000,170000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,10
3227,Volkswagen Ameo 1.5 TDI Trendline,575000,40000,Diesel,Individual,Manual,1,21.66,1498,108.62,5.0,4
3228,Tata Indigo CS LS (TDI) BS III,170000,120000,Diesel,Individual,Manual,3,19.09,1396,69.0,5.0,9
3229,Maruti Vitara Brezza LDi Option,711000,53000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,4
3230,Maruti Wagon R VXI BSIII,250000,90000,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,8
3231,Maruti Swift Dzire VDI Optional,675000,35000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,4
3232,Maruti Wagon R VXI BS IV,325000,50000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,5
3233,Maruti Alto 800 LXI,250000,20000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,5
3234,Maruti Swift AMT ZDI,740000,38000,Diesel,Individual,Automatic,1,28.4,1248,74.0,5.0,2
3242,Honda CR-V 2.4L 4WD AT AVN,1750000,73000,Petrol,Dealer,Automatic,1,12.0,2354,187.4,5.0,4
3244,Maruti Ciaz 1.3 Alpha,800000,28050,Diesel,Dealer,Manual,1,28.09,1248,88.5,5.0,4
3245,Honda CR-V 2.4L 4WD AT AVN,1825000,58000,Petrol,Dealer,Automatic,1,12.0,2354,187.4,5.0,4
3246,Tata Hexa XTA,1295000,58000,Diesel,Dealer,Automatic,1,17.6,2179,153.86,7.0,4
3247,Renault Duster 85PS Diesel RxZ,425000,69000,Diesel,Dealer,Manual,1,19.87,1461,83.8,5.0,7
3248,Mercedes-Benz GL-Class 350 CDI Luxury,4090000,70000,Diesel,Dealer,Automatic,1,12.0,2987,224.0,7.0,5
3249,Hyundai Creta 1.6 SX Automatic Diesel,910000,40000,Diesel,Dealer,Automatic,1,17.6,1582,126.2,5.0,6
3253,Mahindra Bolero 2011-2019 SLX,325000,142000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,10
3254,Maruti Swift VXI Deca,500000,22947,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,5
3255,Hyundai i10 Sportz,300000,30000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,8
3256,Hyundai EON D Lite Plus,270000,7672,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,5
3257,Maruti Alto LXi,160000,36659,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,11
3258,Maruti Omni E MPI STD BS IV,210000,60000,Petrol,Individual,Manual,1,16.8,796,34.2,8.0,5
3259,Mahindra XUV500 W4,850000,120000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,7
3260,Mahindra XUV500 W4,880000,120000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,7
3261,Maruti Zen Estilo Sports,150000,39000,Petrol,Individual,Manual,1,16.9,1061,64.9,5.0,11
3262,Mahindra TUV 300 T8 AMT,775000,45000,Diesel,Individual,Automatic,1,18.49,1493,100.0,7.0,6
3263,Maruti Alto LXi,160000,70000,Petrol,Individual,Manual,3,19.7,796,46.3,5.0,12
3264,Ford Figo Diesel EXI,220000,100000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,9
3265,Hyundai i20 1.4 Asta Option,670000,48000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,4
3266,Hyundai i20 1.4 Sportz,780000,35000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,3
3267,Maruti Baleno Sigma 1.2,515000,23000,Petrol,Individual,Manual,1,21.4,1197,83.1,5.0,4
3268,Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,14000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,4
3270,Mahindra XUV500 W8 2WD,850000,60000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,7
3271,Hyundai EON Era Plus,200000,60000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,8
3272,Skoda Fabia 1.4 TDI Ambiente,140000,150000,Diesel,Individual,Manual,3,19.4,1422,70.0,5.0,13
3273,Hyundai Verna 1.6 VTVT AT SX,800000,80000,Petrol,Individual,Automatic,2,17.01,1591,121.3,5.0,5
3274,Maruti Alto K10 2010-2014 VXI,250000,35000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,8
3275,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,800000,44500,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,4
3276,Maruti Ciaz ZDi Plus,600000,60000,Diesel,Individual,Manual,3,26.21,1248,88.5,5.0,6
3277,Renault Fluence Diesel E4,250000,120000,Diesel,Individual,Manual,3,21.8,1461,78.0,5.0,9
3278,Honda Amaze S i-DTEC,500000,80000,Diesel,Individual,Manual,2,25.8,1498,98.6,5.0,5
3279,Maruti Gypsy King Soft Top MPI BSIV,750000,9900,Petrol,Individual,Manual,1,11.96,1298,80.0,8.0,2
3280,Maruti Swift ZDi,650000,68000,Diesel,Individual,Manual,1,22.9,1248,74.0,5.0,7
3282,Honda BRV i-DTEC V MT,950000,60000,Diesel,Individual,Manual,1,21.9,1498,98.6,7.0,5
3283,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,580000,110000,Diesel,Individual,Manual,2,13.58,2499,72.4,10.0,6
3284,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,640000,10000,Petrol,Individual,Manual,1,18.9,1197,81.86,5.0,2
3285,Mahindra Scorpio VLX 2WD AT BSIII,800000,80000,Diesel,Individual,Automatic,1,11.79,2179,120.0,8.0,7
3286,Maruti A-Star Vxi,347000,30000,Petrol,Individual,Manual,1,19.0,998,66.1,5.0,10
3287,Mahindra XUV500 W8 2WD,1000000,120000,Diesel,Individual,Manual,3,15.1,2179,140.0,7.0,7
3288,Hyundai EON Sportz,300000,35000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,5
3289,Tata Tigor 1.2 Revotron XZ,493000,40000,Petrol,Individual,Manual,1,20.3,1199,84.0,5.0,4
3290,Hyundai Grand i10 Magna,370000,60000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,7
3291,Maruti Swift Dzire ZDi,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,13
3292,Datsun RediGO 1.0 T Option,300000,20000,Petrol,Individual,Manual,1,22.5,999,67.0,5.0,4
3293,Renault KWID Climber 1.0 AMT,450000,40000,Petrol,Individual,Automatic,1,24.04,999,67.0,5.0,4
3294,Ford Figo Diesel Titanium,185000,124316,Diesel,Dealer,Manual,2,20.0,1399,68.0,5.0,11
3295,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,1225000,6544,Diesel,Individual,Manual,1,20.0,1497,115.0,5.0,2
3296,Toyota Innova 2.5 GX (Diesel) 8 Seater,1000000,50000,Diesel,Individual,Manual,1,12.99,2494,100.6,8.0,6
3297,Hyundai i20 Magna 1.2,600000,10000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,5
3298,Mahindra XUV500 W7 BSIV,1100000,50000,Diesel,Individual,Manual,1,15.1,2179,152.87,7.0,3
3299,Hyundai Grand i10 SportZ Edition,360000,30000,Petrol,Individual,Manual,2,18.9,1197,81.86,5.0,6
3300,Maruti Swift Dzire VXi,285000,69000,Petrol,Individual,Manual,1,17.5,1298,85.8,5.0,9
3301,Mahindra KUV 100 mFALCON D75 K8,350000,49600,Diesel,Individual,Manual,2,25.32,1198,77.0,6.0,5
3302,Hyundai i10 Era,130000,30000,Petrol,Individual,Manual,2,19.81,1086,68.05,5.0,13
3303,Chevrolet Enjoy 1.3 TCDi LTZ 8,500000,198000,Diesel,Individual,Manual,1,18.2,1248,73.74,8.0,5
3304,Hyundai i20 Asta (o),350000,80000,Petrol,Individual,Manual,1,17.0,1197,80.0,5.0,11
3305,Maruti Baleno Delta Automatic,685000,19000,Petrol,Individual,Automatic,1,21.4,1197,83.1,5.0,2
3306,Maruti Eeco CNG 5 Seater AC BSIV,399000,5000,CNG,Individual,Manual,1,21.94,1196,61.7,5.0,1
3307,Hyundai Grand i10 1.2 Kappa Magna BSIV,525000,10000,Petrol,Individual,Manual,1,18.9,1197,81.86,5.0,4
3308,Maruti Ertiga BSIV VXI,765000,40000,Petrol,Individual,Manual,1,17.5,1373,91.1,7.0,4
3309,Maruti Swift VDI,450000,97000,Diesel,Individual,Manual,3,22.9,1248,74.0,5.0,9
3311,Nissan Micra Active XV,390000,30000,Petrol,Individual,Manual,1,19.69,1198,67.04,5.0,7
3312,Maruti Ertiga SHVS ZDI Plus,940000,120000,Diesel,Individual,Manual,1,24.52,1248,88.5,7.0,4
3313,Renault Duster 110PS Diesel RxZ,650000,120000,Diesel,Individual,Manual,2,19.01,1461,108.45,5.0,8
3314,Ford Figo Diesel Titanium,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399,68.0,5.0,9
3315,Toyota Corolla AE,145000,70000,Petrol,Individual,Manual,2,13.4,1794,125.0,5.0,18
3316,Ford Figo Aspire 1.5 TDCi Titanium,670000,70000,Diesel,Individual,Manual,1,25.83,1498,99.0,5.0,4
3317,Maruti SX4 ZDI Leather,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5.0,10
3318,Tata Indica Vista Quadrajet VX,285000,178000,Diesel,Individual,Manual,2,22.3,1248,74.0,5.0,9
3319,Maruti Zen Estilo LX BSIV,300000,40000,Petrol,Individual,Manual,3,19.0,998,67.1,5.0,10
3320,Ford Figo Diesel EXI,300000,80000,Diesel,Individual,Manual,1,20.0,1399,68.0,5.0,10
3321,Audi Q7 3.0 TDI Quattro,810000,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07,2967,241.4,7.0,12
3322,Tata Indica V2 DLS TC,90000,118000,Diesel,Individual,Manual,2,16.8,1405,62.0,5.0,12
3323,Maruti Alto LX,100000,100000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,17
3324,Tata Indica V2 2001-2011 DLS BSIII,90000,120000,Diesel,Individual,Manual,2,17.88,1396,52.8,5.0,12
3325,Mahindra Scorpio Gateway 2WD,459999,120000,Diesel,Individual,Manual,2,13.5,2609,115.0,5.0,8
3326,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,525000,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8.0,12
3327,Maruti Wagon R AX BSIV,250000,65000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,10
3328,Hyundai i10 Asta,300000,41000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,9
3329,Maruti Swift ZXI ABS,130000,120000,Petrol,Individual,Manual,2,16.1,1298,88.2,5.0,16
3330,Maruti Alto K10 LXI,199000,70000,Petrol,Individual,Manual,3,20.92,998,67.1,5.0,10
3331,Renault Duster 85PS Diesel RxL Optional,545000,90000,Diesel,Individual,Manual,2,20.46,1461,83.8,5.0,9
3332,Maruti Ertiga ZDI,570000,80000,Diesel,Individual,Manual,2,20.77,1248,88.8,7.0,7
3333,Honda City 2017-2020 VTEC,150000,120000,Petrol,Individual,Manual,2,16.9,1497,100.0,5.0,15
3334,Maruti Alto STD,114999,100000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,12
3335,Tata Tigor 1.2 Revotron XT,450000,35000,Petrol,Individual,Manual,1,20.3,1199,84.0,5.0,3
3336,Renault Triber RXT BSIV,600000,5000,Petrol,Individual,Manual,1,20.0,999,72.0,7.0,2
3337,Maruti Vitara Brezza VDi Option,610000,110000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,5
3338,Hyundai i20 1.2 Asta Option,690000,20000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,4
3339,Tata Nexon 1.2 Revotron XZ Plus,790000,15000,Petrol,Individual,Manual,1,17.0,1198,108.5,5.0,3
3340,Maruti Alto K10 2010-2014 VXI,254999,40000,Petrol,Individual,Manual,2,20.92,998,67.1,5.0,7
3341,Honda Jazz 1.2 V i VTEC,500000,41000,Petrol,Individual,Manual,1,18.7,1199,88.7,5.0,5
3342,Mahindra Bolero SLX,340000,100000,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,10
3343,Mahindra Bolero SLX,245000,110000,Diesel,Individual,Manual,3,13.6,2523,63.0,7.0,14
3344,Ford Fiesta Classic 1.4 Duratorq CLXI,340000,120000,Diesel,Individual,Manual,3,17.8,1399,67.0,5.0,9
3345,Maruti Wagon R LXI,221000,35008,Petrol,Dealer,Manual,1,21.79,998,67.05,5.0,13
3346,Datsun RediGO T,270000,31100,Petrol,Dealer,Manual,1,22.7,799,53.64,5.0,4
3347,Hyundai Xcent 1.1 CRDi Base,455000,42312,Diesel,Dealer,Manual,1,24.4,1120,71.0,5.0,7
3348,Toyota Etios G Safety,300000,72000,Petrol,Dealer,Manual,1,17.6,1496,88.7,5.0,10
3349,Toyota Etios Liva 1.4 GD,480000,54891,Diesel,Dealer,Manual,1,23.59,1364,67.04,5.0,7
3350,Hyundai Verna CRDi 1.6 AT SX Plus,1000000,30000,Diesel,Individual,Automatic,1,22.0,1582,126.2,5.0,3
3351,BMW 3 Series 320d Luxury Line Plus,2600000,44000,Diesel,Dealer,Automatic,1,22.69,1995,190.0,5.0,4
3352,Toyota Innova Crysta 2.8 ZX AT BSIV,1850000,18890,Diesel,Dealer,Automatic,1,11.36,2755,171.5,7.0,4
3353,Renault Koleos 2.0 Diesel,1000000,75010,Diesel,Dealer,Automatic,1,13.73,1995,148.0,5.0,8
3354,Renault Pulse RxZ Optional,245000,100000,Diesel,Dealer,Manual,1,23.08,1461,63.1,5.0,9
3355,Hyundai Grand i10 Magna AT,625000,4337,Petrol,Dealer,Automatic,1,18.9,1197,82.0,5.0,2
3356,Volkswagen Polo 2015-2019 1.0 MPI Trendline,560000,14495,Petrol,Dealer,Manual,1,18.78,999,75.0,5.0,3
3357,Mahindra XUV500 W9 BSIV,1475000,24000,Diesel,Dealer,Manual,1,15.1,2179,152.87,7.0,3
3358,Toyota Corolla Altis Diesel D4DG,425000,83585,Diesel,Dealer,Manual,1,21.43,1364,87.2,5.0,11
3359,Volkswagen Polo GT TSI,550000,31000,Petrol,Dealer,Automatic,2,17.21,1197,103.6,5.0,7
3360,Toyota Innova Crysta 2.4 GX MT BSIV,1475000,100000,Diesel,Dealer,Manual,1,13.68,2393,147.8,7.0,5
3361,Renault Duster 85PS Diesel RxL,750000,48406,Diesel,Dealer,Manual,1,19.87,1461,83.8,5.0,4
3362,Hyundai i20 Era 1.4 CRDi,570000,56239,Diesel,Dealer,Manual,1,22.54,1396,88.73,5.0,5
3363,Maruti Baleno Delta 1.2,585000,33243,Petrol,Dealer,Manual,1,21.4,1197,83.1,5.0,6
3364,Honda Jazz 1.2 S AT i VTEC,600000,26000,Petrol,Dealer,Automatic,1,19.0,1199,88.7,5.0,5
3366,Hyundai i20 Active 1.2 SX with AVN,530000,120000,Petrol,Individual,Manual,2,17.19,1197,81.86,5.0,5
3373,Ford Ikon 1.3 Flair,150000,15858,Petrol,Individual,Manual,1,13.8,1299,70.0,5.0,16
3374,Maruti Alto 800 LXI,310000,15000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
3375,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,500000,50000,Diesel,Individual,Manual,1,13.58,2499,72.4,9.0,7
3376,Chevrolet Beat Diesel,200000,60000,Diesel,Individual,Manual,2,25.44,936,57.6,5.0,8
3377,Renault Lodgy 85PS RxE 7 Seater,900000,35000,Diesel,Individual,Manual,1,21.04,1461,83.8,7.0,3
3378,Ambassador CLASSIC 1500 DSL AC,75000,90000,Diesel,Individual,Manual,2,12.8,1489,35.5,5.0,21
3379,Maruti Swift LXI Optional-O,400000,50000,Petrol,Individual,Manual,1,20.4,1197,83.11,5.0,6
3380,Honda Mobilio RS i DTEC,650000,110000,Diesel,Individual,Manual,1,24.5,1498,98.6,7.0,6
3381,Maruti Swift VDI,480000,87847,Diesel,Dealer,Manual,1,28.4,1248,74.0,5.0,6
3382,Maruti Alto LXi,140000,35000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,12
3383,Maruti Swift VXI 2018,550000,5000,Petrol,Individual,Manual,1,22.0,1197,81.8,5.0,3
3384,Maruti Wagon R AMT VXI,380000,29000,Petrol,Individual,Automatic,1,20.51,998,67.0,5.0,4
3385,Tata Indigo CS LS (TDI) BS-III,440000,20000,Diesel,Individual,Manual,1,19.09,1405,69.01,5.0,5
3386,Maruti Swift Dzire VXI 1.2,630000,15000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,3
3387,Renault KWID RXL,250000,40000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,4
3388,Maruti Alto LX,120000,17000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,12
3389,Tata Manza Aura Quadrajet BS IV,287000,120000,Diesel,Individual,Manual,1,21.12,1248,88.8,5.0,9
3390,Maruti Baleno Delta 1.2,550000,45000,Petrol,Individual,Manual,1,21.4,1197,83.1,5.0,5
3391,Mahindra Scorpio 1.99 S10 4WD,950000,60000,Diesel,Individual,Manual,3,15.4,1997,120.0,7.0,5
3392,Tata Harrier XZ Dark Edition BSIV,1630000,25000,Diesel,Individual,Manual,1,17.0,1956,138.1,5.0,2
3393,Ford Fiesta 1.5 TDCi Trend,501000,80000,Diesel,Individual,Manual,2,25.01,1498,89.75,5.0,6
3394,Mahindra Bolero 2011-2019 ZLX BSIII,550000,70000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,7
3395,Maruti Alto 800 LXI,300000,25000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,5
3396,Maruti Wagon R VXI BS IV,300000,50000,Petrol,Individual,Manual,3,20.51,998,67.04,5.0,6
3400,Chevrolet Sail 1.2 LS ABS,550000,15000,Petrol,Individual,Manual,1,18.2,1199,82.4,5.0,5
3401,Mahindra XUV500 W8 2WD,700000,100000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,9
3402,Tata Indigo CS eGLX BS IV,181000,70000,Petrol,Individual,Manual,1,15.64,1193,64.1,5.0,10
3403,Mahindra Scorpio VLS AT 2.2 mHAWK,365000,110000,Diesel,Individual,Automatic,2,11.79,2179,120.0,8.0,12
3405,Maruti Alto K10 VXI AGS Optional,400000,10000,Petrol,Individual,Automatic,1,23.95,998,67.1,5.0,4
3406,Hyundai i10 Sportz,210000,110000,Petrol,Individual,Manual,1,20.36,1197,78.9,5.0,11
3407,Hyundai Verna 1.6 SX,500000,87000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,8
3408,Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Dealer,Automatic,1,13.6,1999,177.0,5.0,4
3428,Tata Zest Revotron 1.2 XT,550000,120000,Petrol,Individual,Manual,1,17.57,1193,88.7,5.0,4
3429,Maruti Ertiga ZDI,509999,148000,Diesel,Individual,Manual,1,20.77,1248,88.8,7.0,8
3430,Hyundai i20 Asta 1.4 CRDi,459999,60000,Diesel,Individual,Manual,2,21.27,1396,88.76,5.0,8
3431,Maruti Alto 800 LXI,310000,18000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,6
3432,Tata Zest Quadrajet 1.3 75PS XMS,775000,80000,Diesel,Individual,Manual,1,22.95,1248,74.0,5.0,3
3433,Maruti Alto LXI,105000,96000,Petrol,Individual,Manual,3,19.7,796,46.3,5.0,17
3434,Honda Amaze S i-Dtech,430000,97000,Diesel,Individual,Manual,2,25.8,1498,98.6,5.0,6
3435,Hyundai i20 Sportz 1.4 CRDi,360000,210000,Diesel,Individual,Manual,3,21.9,1396,88.76,5.0,8
3436,Volkswagen Vento Diesel Breeze,400000,60000,Diesel,Individual,Manual,3,20.5,1598,105.0,5.0,9
3437,Maruti Swift Dzire ZDI,600000,90000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,7
3438,Honda WR-V i-VTEC VX,580000,35000,Petrol,Individual,Manual,1,17.5,1199,88.7,5.0,2
3439,Mahindra Verito 1.5 D2 BSIV,140000,120000,Diesel,Individual,Manual,2,21.03,1461,65.0,5.0,9
3440,Tata Indigo TDI,210000,100000,Diesel,Individual,Manual,1,19.61,1405,70.0,5.0,13
3441,Hyundai Grand i10 Asta Option,550000,20000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,4
3442,Chevrolet Sail Hatchback Petrol LS ABS,120000,110000,Petrol,Individual,Manual,2,18.2,1199,84.8,5.0,8
3443,Toyota Innova 2.5 GX (Diesel) 7 Seater,400000,35000,Diesel,Individual,Manual,1,12.99,2494,100.6,7.0,8
3444,Honda WR-V i-DTEC VX,1035000,15000,Diesel,Individual,Manual,1,25.5,1498,98.6,5.0,3
3445,Maruti Ciaz VDi Plus,625000,90000,Diesel,Individual,Manual,1,26.21,1248,88.5,5.0,6
3446,Hyundai i10 Magna,200000,40000,Petrol,Individual,Manual,1,20.36,1197,78.9,5.0,13
3447,Tata Manza Club Class Quadrajet90 EX,316000,140000,Diesel,Individual,Manual,1,21.02,1248,88.76,5.0,8
3448,Maruti Vitara Brezza ZDi,813000,110000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,4
3449,Toyota Innova Crysta 2.8 GX AT BSIV,1575000,55000,Diesel,Individual,Automatic,1,11.36,2755,171.5,7.0,5
3450,Toyota Innova 2.5 VX (Diesel) 8 Seater,900000,73000,Diesel,Individual,Manual,1,12.99,2494,100.0,8.0,8
3451,Maruti Ertiga VDI,650000,100000,Diesel,Individual,Manual,1,20.77,1248,88.76,7.0,6
3452,Ford Figo Aspire 1.5 TDCi Trend,459999,32000,Diesel,Individual,Manual,2,25.83,1498,99.0,5.0,6
3453,Nissan Sunny Diesel XV,290000,112072,Diesel,Individual,Manual,1,21.64,1461,84.8,5.0,9
3454,Ford Figo Diesel EXI,400000,30000,Diesel,Individual,Manual,1,20.0,1399,68.05,5.0,7
3455,Maruti Swift VDI BSIV,565000,70000,Diesel,Individual,Manual,2,25.2,1248,74.0,5.0,5
3457,Chevrolet Spark 1.0 LS,150000,80000,Petrol,Individual,Manual,2,18.0,995,62.0,5.0,12
3458,BMW 3 Series 320d Sedan,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181.0,5.0,14
3459,Maruti Zen Estilo 1.1 LX BSIII,70000,80000,Petrol,Individual,Manual,2,18.2,1061,64.0,5.0,14
3461,Mercedes-Benz E-Class E 250 Elegance,1190000,80000,Petrol,Individual,Automatic,2,10.93,2497,204.0,5.0,10
3463,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,19000,Diesel,Individual,Manual,1,23.0,1498,98.96,5.0,3
3464,Hyundai i20 Sportz Option 1.4 CRDi,600000,40000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,6
3465,Mahindra Scorpio S10 7 Seater,1100000,52269,Diesel,Individual,Manual,1,15.4,2179,120.0,7.0,6
3466,Maruti Omni LPG CARGO BSIII W IMMOBILISER,120000,170000,LPG,Individual,Manual,2,10.9,796,32.8,5.0,11
3469,Hyundai i20 Magna,229999,60000,Petrol,Individual,Manual,3,18.5,1197,80.0,5.0,12
3470,Honda Amaze i-VTEC Privilege Edition,570000,15780,Petrol,Individual,Manual,1,17.8,1198,86.7,5.0,4
3471,Hyundai Verna 1.6 SX,575000,106000,Diesel,Individual,Manual,1,22.32,1582,126.32,5.0,7
3472,Volkswagen Vento Diesel Highline,280000,80000,Diesel,Individual,Manual,3,20.54,1598,103.6,5.0,9
3473,Hyundai i20 Active 1.4 SX Dual Tone,580000,74000,Diesel,Individual,Manual,2,21.19,1396,88.73,5.0,6
3474,Maruti Ertiga VDI,875000,35000,Diesel,Individual,Manual,2,25.47,1248,88.5,7.0,3
3475,Hyundai Verna 1.6 SX CRDi (O),500000,70000,Diesel,Individual,Manual,3,22.32,1582,126.32,5.0,8
3476,Maruti Ciaz ZDi,700000,60000,Diesel,Individual,Manual,1,26.21,1248,88.5,5.0,6
3477,Ford Figo 1.2P Titanium MT,388000,50000,Petrol,Individual,Manual,2,18.16,1196,86.8,5.0,5
3478,Hyundai i10 Sportz,225000,80000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,10
3479,Tata Indigo CS eGLX BS IV,90000,90000,Petrol,Individual,Manual,2,15.64,1193,64.08,5.0,10
3480,Renault Duster 110PS Diesel RxZ,600000,114000,Diesel,Individual,Manual,1,19.01,1461,108.45,5.0,7
3481,Hyundai i20 Magna,235000,100000,Petrol,Individual,Manual,1,18.5,1197,80.0,5.0,12
3482,Hyundai i20 1.4 CRDi Asta,350000,100000,Diesel,Individual,Manual,2,23.0,1396,90.0,5.0,10
3483,Hyundai i10 Sportz,235000,80000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,10
3484,Maruti Alto LXi,190000,35000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,11
3485,Tata Manza Aura (ABS) Quadrajet BS IV,325000,79000,Diesel,Individual,Manual,1,21.12,1248,88.8,5.0,10
3486,Hyundai i20 Asta 1.2,550000,2360457,Petrol,Individual,Manual,2,18.6,1197,81.83,5.0,14
3487,Volkswagen Vento Diesel Highline,300000,120000,Diesel,Individual,Manual,3,20.54,1598,103.6,5.0,10
3488,Tata Tigor 1.2 Revotron XT,550000,10000,Petrol,Individual,Manual,1,20.3,1199,84.0,5.0,4
3489,Mahindra XUV500 W8 AWD,720000,150000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,8
3490,Nissan Micra XE,110000,110000,Petrol,Individual,Manual,1,18.06,1198,75.0,5.0,10
3491,Maruti Alto 800 VXI,310000,10000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,3
3492,Maruti Wagon R LXI LPG BSIV,150000,70000,LPG,Individual,Manual,2,26.2,998,58.2,5.0,11
3493,Tata Indica Vista TDI LX,260000,46000,Diesel,Individual,Manual,1,19.4,1405,70.0,5.0,9
3494,Hyundai Accent GLS,55000,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,94.0,5.0,19
3495,Maruti Swift VDI,450000,108800,Diesel,Individual,Manual,3,22.9,1248,74.0,5.0,8
3496,Hyundai i10 Sportz Option,199000,70000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,12
3497,Mahindra Scorpio S3 9 Seater BSIV,1000000,35000,Diesel,Individual,Manual,1,15.4,2523,75.0,7.0,3
